amine_*C1_NMR_shift,amine_*C1_electrostatic_charge,amine_*C2_NMR_shift,amine_*C2_electrostatic_charge,amine_*C3_NMR_shift,amine_*C3_electrostatic_charge,amine_*C4_NMR_shift,amine_*C4_electrostatic_charge,amine_*N1_electrostatic_charge,amine_E_HOMO,amine_E_LUMO,amine_V1_frequency,amine_V1_intensity,amine_V2_frequency,amine_V2_intensity,amine_V3_frequency,amine_V3_intensity,amine_V4_frequency,amine_V4_intensity,amine_V5_frequency,amine_V5_intensity,amine_V6_frequency,amine_V6_intensity,amine_dipole_moment,amine_electronegativity,amine_hardness,amine_molecular_volume,amine_molecular_weight,amine_ovality,amine_surface_area,car_acid_*C1_NMR_shift,car_acid_*C1_electrostatic_charge,car_acid_*C2_NMR_shift,car_acid_*C2_electrostatic_charge,car_acid_*O1_electrostatic_charge,car_acid_*O2_electrostatic_charge,car_acid_E_HOMO,car_acid_E_LUMO,car_acid_V1_frequency,car_acid_V1_intensity,car_acid_V2_frequency,car_acid_V2_intensity,car_acid_V3_frequency,car_acid_V3_intensity,car_acid_dipole_moment,car_acid_electronegativity,car_acid_hardness,car_acid_molecular_volume,car_acid_molecular_weight,car_acid_ovality,car_acid_surface_area,cata_*O1_electrostatic_charge,cata_E_HOMO,cata_E_LUMO,cata_dipole_moment,cata_electronegativity,cata_hardness,cata_molecular_volume,cata_molecular_weight,cata_ovality,cata_surface_area,solvent_*C1_NMR_shift,solvent_*C1_electrostatic_charge,solvent_*C2_NMR_shift,solvent_*C2_electrostatic_charge,solvent_E_HOMO,solvent_E_LUMO,solvent_V1_frequency,solvent_V1_intensity,solvent_dipole_moment,solvent_electronegativity,solvent_hardness,solvent_molecular_volume,solvent_molecular_weight,solvent_ovality,solvent_surface_area 
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,157.95,0.629,30.48,-0.24,-0.458,-0.552,-0.2674,0.0095,573.94,6.5,1365.537,70.22,3107.105,20.527,4.411032,0.13,0.14,79.93,74.079,1.152,103.38,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,151.67,0.704,120.27,-0.325,-0.458,-0.564,-0.2756,-0.0537,501.844,0.377,1452.605,76.85,3155.975,13.937,4.293443,0.16,0.11,75.93,72.063,1.143,99.09,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.527,-0.2634,-0.052,4.889525,0.16,0.11,229.07,236.638,1.365,247.17,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.513,-0.2864,-0.024,7.069425,0.16,0.13,197.03,254.566,1.372,224.69,148.65,0.169,34.53,-0.647,-0.2422,0.0322,3132.072,18.455,3.830057,0.1,0.14,86.45,73.095,1.172,110.81
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,102.75,0.442,1.76,-0.692,-0.3264,0.0366,3139.321,1.978,3.813492,0.14,0.18,53.2,41.053,1.076,73.59
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.33,0.675,36.73,-0.475,-0.467,-0.548,-0.2708,0.0118,1295.578,272.452,1057.789,1.312,3015.452,16.08,4.134834,0.13,0.14,98.34,88.106,1.205,124.18,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,41.13,-0.516,41.13,-0.516,-0.2224,0.0427,3155.343,0.04,3.927258,0.09,0.13,79.02,78.133,1.169,104.12
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.32,0.702,35.84,-0.372,-0.467,-0.562,-0.2702,0.0123,1275.058,75.765,1073.209,0.895,3008.732,10.047,4.13364,0.13,0.14,135.22,116.16,1.293,164.74,-0.123,-0.3583,-0.1863,7.699264,0.27,0.09,244.8,234.283,1.435,271.5,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
136.93,0.232,114.23,0.299,123.87,-0.293,111.24,-0.16,-0.827,-0.1958,0.0134,545.439,26.181,729.151,6.2,1550.096,49.664,1642.623,9.495,1665.927,8.128,3544.525,6.523,1.736393,0.09,0.1,127.67,107.156,1.197,146.72,158.32,0.702,35.84,-0.372,-0.467,-0.562,-0.2702,0.0123,1275.058,75.765,1073.209,0.895,3008.732,10.047,4.13364,0.13,0.14,135.22,116.16,1.293,164.74,-0.392,-0.3392,-0.1496,6.217044,0.24,0.09,383.14,375.437,1.605,409.47,155.89,0.604,31.64,-0.581,-0.2338,0.0339,1031.865,65.108,3.65952,0.1,0.13,104.27,87.122,1.201,128.64
